"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009408","GO:0009408","response to heat","89/3294","298/20876",5.74013488721023e-10,8.8409332429483e-09,6.36213092762e-09,"LEA14/ANN1/LTI30/ABI1/ACD31.2/ELIP/AtCOR47/ERD7/ATEBP/NA/ABI2/TCH4/AtCRL1/NA/ALDH5F1/RAP2.6/ATWRKY33/ERD14/ATHSP70/ANAC019/ATCYS1/NA/DREB2/BTI2/NA/AVDE1/ATFP6/ATTIL/DREB26/CML24/ATEGY3/NA/NA/NA/CPN10/ATHSP22.0/NA/NA/NA/AT-HSFA6A/NA/NA/ATRBOHD/AT-HSFA7A/ATIPS2/EDL3/AtERF48/ATHSP17.4/ATSKP2;2/APX1B/ATHSFA1E/AT-HSP17.6A/ATSTP4/NA/HSP18.2/WRKY26/AIRP1/ATBAG7/RHA3B/CYP71B2/AtRLP33/HSA32/AtPNC2/VPS20.1/AtLFG4/CYP81D8/DREB2/NA/NA/NA/AtHrd1B/NA/HSP21/GASA5/NA/AtHsp70-2/HSP17.6II/NA/ANN7/AtENODL16/NA/ATWRKY7/ABA3/anac046/NA/NA/NA/NA/NA",89
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","57/3294","160/20876",5.92720175993213e-10,9.04042132510037e-09,6.50568695980287e-09,"CORI3/GASA1/AT-POX/AGP16/GABA-T/ERD6/ATLOX2/LKR/AtFBA1/PIF5/PGDH/AtCLA1/ATMGL/NA/ALDH5F1/APS1/AtGLDP2/AtFBA2/UPM1/UGT72E1/CER6/ATGSTU20/AVDE1/SCPL8/ATATP-PRT2/ATCB5-C/ATGRP-3/AtPLT6/BGLU26/ALDH12A1/ATATP-PRT1/NA/CYP71B7/CYP79B3/NA/ATHPT/UGT74B1/NA/AtFAH/AtIQM1/NA/ATSOT17/NodGS/DELTA-OAT/ATPME3/ATR4/PYL1/ETFBETA/AKN2/THA1/AtHGO/IOS1/CYP74B2/ASPGA1/AAS/NA/ASPGB1",57
"GO:0051606","GO:0051606","detection of stimulus","53/3294","144/20876",6.08905506168046e-10,9.19798605951924e-09,6.61907402453929e-09,"PY/ACO2/RCA/PIF5/ATCML9/PGM3/ATMAPK3/ATPGMP/ATLFNR2/ATWRKY33/BETA/ATPD/ELF3/ATWRKY40/PGM2/KNAT3/ACO4/BGLU26/ACAM-1/ATCRY1/ATSYP122/CYP71B15/AT-SYR1/LURP1/ATSK21/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/ARA8/ARCK1/ATWRKY53/TGA3/OBP2/NA/ATWRKY54/NA/ADL1E/AtBG2/FLS2/NSL1/DMR6/ABCG40/ATL2/SARD1/NA/ATMSL9/PR-5/PKS1/ATEDS1/NA",53
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","58/3294","165/20876",7.59498947477841e-10,1.12563476083744e-08,8.10031648054818e-09,"KIN1/COR15/ATCOR413-PM1/LHCB2/COR413-TM1/COR15B/ELIP/RD2/ATCOL5/UBC32/AtSWEET15/ELF4/PIF5/NA/NA/AtPGR5/ATMGL/ATMAPK3/DALL3/ATNDI1/NA/ATCYS1/ATCOL3/RPOD1/JAC1/COR314-TM2/TUA3/NA/NA/ELF3/NA/ATHB-2/CYP76C2/PIF6/ATCRY1/NF-YA5/UGT74E2/NA/ATRBOHD/AtPIF4/ARR4/SEP2/PAP3/SIG4/SIB1/ANAC013/NA/FHY2/PIF1/ATMSRB3/PKS4/ATATG18H/PDLZ2/DGD2/BBX1/CRK36/PKS1/ATOCT6",58
"GO:0104004","GO:0104004","cellular response to environmental stimulus","58/3294","165/20876",7.59498947477841e-10,1.12563476083744e-08,8.10031648054818e-09,"KIN1/COR15/ATCOR413-PM1/LHCB2/COR413-TM1/COR15B/ELIP/RD2/ATCOL5/UBC32/AtSWEET15/ELF4/PIF5/NA/NA/AtPGR5/ATMGL/ATMAPK3/DALL3/ATNDI1/NA/ATCYS1/ATCOL3/RPOD1/JAC1/COR314-TM2/TUA3/NA/NA/ELF3/NA/ATHB-2/CYP76C2/PIF6/ATCRY1/NF-YA5/UGT74E2/NA/ATRBOHD/AtPIF4/ARR4/SEP2/PAP3/SIG4/SIB1/ANAC013/NA/FHY2/PIF1/ATMSRB3/PKS4/ATATG18H/PDLZ2/DGD2/BBX1/CRK36/PKS1/ATOCT6",58
"GO:0042537","GO:0042537","benzene-containing compound metabolic process","80/3294","261/20876",1.10745037139012e-09,1.625985545284e-08,1.17009512924052e-08,"NA/AZI1/RCA/EARLI1/NA/ATMAPK3/GDH2/DALL3/ACL/ATLFNR2/ATWRKY33/BETA/NA/ATPD/AKR4C8/ATWRKY40/NA/ATG8H/ACO4/NA/ATCAMBP25/NA/BGLU26/GLYI7/ATCAD1/NA/ATPAL1/NTMC2T5.1/NA/ATSYP122/CYP71B15/AT-SYR1/LURP1/NA/NA/NA/CAD1/AtIQM1/Rap2.6L/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CAX7/CYP71A13/IAGLU/SIB1/ARA8/ARCK1/TAT/ATWRKY53/TGA3/OBP2/ATMYB3/NA/ATWRKY54/NA/ADL1E/AtBG2/NSL1/DMR6/NA/ATNPR3/AtHsp70-2/FACT/ABCG40/ATL2/SARD1/NA/NA/DGD2/NA/PR-5/CRK36/NA/ATEDS1/NA/ANK/NA/UGT1",80
"GO:0009695","GO:0009695","jasmonic acid biosynthetic process","50/3294","136/20876",1.92679003296383e-09,2.80276587202423e-08,2.01693225672822e-08,"CORI3/PLAT1/ADC2/ATLOX2/AtFBA1/PIF5/JAZ6/ACX1/AtCLA1/AOC2/JAZ9/RAP2.6/AtFBA2/NA/AtMYB74/CER6/AVDE1/SCPL8/CML38/NA/ATWRKY40/NA/NA/NA/NA/ATMDAR3/CYP79B3/JAZ7/ANAC002/ATHPT/OPCL1/ATLOX4/ATBCB/GATL2/TAT/JAZ2/ATR4/AtHNL/AtPNC2/JAS1/CYP94C1/ATST2A/ATLOX1/JAZ5/AOC3/JAZ8/GES/NA/NA/ILL6",50
"GO:0090627","GO:0090627","plant epidermal cell differentiation","104/3294","375/20876",2.13094660897764e-09,3.07130011257235e-08,2.21017543026749e-08,"ATNR2/GASA1/GAMMA-TIP2/EXGT-A1/DRT112/NA/UMAMIT5/ARATH;BSAS3;1/SKU5/AtPIP2;1/FLA2/CER6/BGAL1/ATPRP3/AXR2/AGP3/AtAUX1/RHS19/RALFL22/NA/NA/EXT10/ATXTH14/ASP3/ATATP-PRT1/sks4/RHS13/CPL3/AIR1/MAP18/NA/NA/NA/PG2/NA/ATXT1/NA/ABCB19/UGT74B1/GDPDL3/AGP22/PUR/NA/IBR1/ATSK21/PLD/EXT13/NA/GAD/MOP10/CBB1/NA/NA/NA/ACT2/FLA6/ADF11/ACL5/ATIRT1/NA/NA/ATPRP1/NA/IBR3/NA/ADF8/AGP14/NA/TUB1/RHS12/NA/PIP2;4/NA/LRX1/NA/PFK3/AFB1/MRH6/AtXTH12/ATEXP18/LNG1/NA/ATCBL10/AtXTH13/ATEXP7/ATHKL1/JKD/ATGSTF14/NA/BAM2/RHS18/ATSPL7/AtGH9C1/NA/BAT1/ZIP3/AtG3Pp2/REB1/LRL3/AKT1/DUO3/RALFL27/AtPERK13/LAX3",104
"GO:0042435","GO:0042435","indole-containing compound biosynthetic process","49/3294","133/20876",2.56689372036627e-09,3.66599094063218e-08,2.63812809155346e-08,"GASA1/NA/AGP16/ERD6/PIF5/BCAT4/PGDH/ARATH;BSAS3;1/IMS3/NA/ATMAPK3/APS1/CYP83A1/ATWRKY33/IMS2/UGT72E1/ATGSTU20/SIR/SCPL8/ATLEUD1/ATCB5-C/ATGRP-3/AtPLT6/ATSOT18/BGLU26/NA/CYP71B7/CYP79B3/NA/CYP81F2/CYP71B15/UGT74B1/NA/GH3.5/AtIQM1/AtMYB51/CYP71A13/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/Prx37/IOS1/cm-3/CYP74B2/TAR2/NA",49
"GO:0042440","GO:0042440","pigment metabolic process","97/3294","346/20876",4.01753107104555e-09,5.6860732546059e-08,4.09182396425123e-08,"ALDH7B4/ELIP/GUN4/NA/RD21/AtHEMA1/ATCAO/AIRP2/ADS3/NA/ATLOX2/ACD1/ATFLS1/AtRbcX1/AtFBA1/PIF5/DFR/ATMYBL2/A11/CHLM/AtBGLU10/NA/ATGSTF12/ATCHS/NYC1/ORF02/ANS/ACSF/AtCLA1/AtCHIL/AtOZF1/ATGLK2/AtFBA2/UPM1/NA/UGT78D2/NA/CRN1/CER6/ATPD/ATMYB75/AVDE1/CYP75B1/CCD4/NA/ATRHM1/NA/SAUR6/ATRNS1/NA/NA/ARR7/KAT5/BBX22/CH-42/ATCRY1/B2/NA/BRT1/ATFLS5/NA/ATNYE1/ATPPT2/UF3GT/AtFAH/APT3/AT5MAT/ATIPS2/NA/NA/NA/PAP3/4CL3/NA/NA/ABCI21/AAE15/ETFBETA/AtTT8/AtHGO/PIF1/GATA21/ATLDA/PORA/NA/AtBG2/ASE2/NF-YA10/ATMYB111/NA/AtLHCB7/UGT76C2/PR-5/NA/ATMYB11/CGA1/APT2",97
"GO:0009851","GO:0009851","auxin biosynthetic process","46/3294","124/20876",6.05804734660804e-09,8.49749319778681e-08,6.11498388182052e-08,"GASA1/NA/AGP16/ERD6/PIF5/BCAT4/PGDH/ARATH;BSAS3;1/IMS3/NA/APS1/CYP83A1/IMS2/UGT72E1/ATGSTU20/SIR/SCPL8/ATLEUD1/ATCB5-C/ATGRP-3/AtPLT6/ATSOT18/BGLU26/NA/CYP71B7/CYP79B3/NA/CYP71B15/UGT74B1/NA/AtPIF4/AtIQM1/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/Prx37/IOS1/CYP74B2/TAR2/RVE1/NA/SUPER1/YUC8",46
"GO:0009684","GO:0009684","indoleacetic acid biosynthetic process","42/3294","109/20876",7.44798739355219e-09,1.03546798188234e-07,7.45145641422921e-08,"GASA1/NA/AGP16/ERD6/PIF5/BCAT4/PGDH/ARATH;BSAS3;1/IMS3/NA/APS1/CYP83A1/IMS2/UGT72E1/ATGSTU20/SIR/SCPL8/ATLEUD1/ATCB5-C/ATGRP-3/AtPLT6/ATSOT18/BGLU26/NA/CYP71B7/CYP79B3/NA/CYP71B15/UGT74B1/NA/AtIQM1/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/Prx37/IOS1/CYP74B2/TAR2/NA",42
"GO:0010264","GO:0010264","myo-inositol hexakisphosphate biosynthetic process","30/3294","65/20876",7.62425641575564e-09,1.0415397242741e-07,7.49515001420738e-08,"NA/NA/LNK4/ATNDI1/ATIPS1/LNK3/AtCCA1/NA/GBSS1/NA/NA/BBX25/NA/NA/AMT1;2/NDF2/ATSDX1/ATIPS2/AtITPK1/NA/NIP6/NA/NA/NF-YA4/AtSLP1/NA/UP6/AtLHCB7/BBX18/SSL2",30
"GO:0033517","GO:0033517","myo-inositol hexakisphosphate metabolic process","30/3294","65/20876",7.62425641575564e-09,1.0415397242741e-07,7.49515001420738e-08,"NA/NA/LNK4/ATNDI1/ATIPS1/LNK3/AtCCA1/NA/GBSS1/NA/NA/BBX25/NA/NA/AMT1;2/NDF2/ATSDX1/ATIPS2/AtITPK1/NA/NIP6/NA/NA/NF-YA4/AtSLP1/NA/UP6/AtLHCB7/BBX18/SSL2",30
"GO:0009698","GO:0009698","phenylpropanoid metabolic process","60/3294","183/20876",8.24792992506436e-09,1.11702568209277e-07,8.03836364747652e-08,"NA/ACO2/ATGGH2/KCS2/NA/ATGSR2/ATMYBL2/ATCAD5/ATCAD9/ECT8/ATCHS/AtCRL1/ANS/MAT4/KFB20/GDH2/NA/CPH/AtPRX71/AtNPF7.3/UGT72E1/NA/SCPL8/NA/RALFL22/ATCAD4/ADT5/ATCAD8/ATCAD1/ATPAL1/BRT1/GT72B1/NA/ASFT/ATPHO1/OPCL1/ATCAD7/4CL3/CBB1/PRX72/SLAH3/NA/NA/ABCG29/NA/ATMYB3/AtTT8/NA/KFB01/ATCCR2/NA/UCC2/BGLU46/4CL2/FACT/ATGPAT5/NA/FAR5/NA/ATCAD6",60
"GO:0009683","GO:0009683","indoleacetic acid metabolic process","42/3294","110/20876",1.02217367156838e-08,1.37250840857601e-07,9.87687380354877e-08,"GASA1/NA/AGP16/ERD6/PIF5/BCAT4/PGDH/ARATH;BSAS3;1/IMS3/NA/APS1/CYP83A1/IMS2/UGT72E1/ATGSTU20/SIR/SCPL8/ATLEUD1/ATCB5-C/ATGRP-3/AtPLT6/ATSOT18/BGLU26/NA/CYP71B7/CYP79B3/NA/CYP71B15/UGT74B1/NA/AtIQM1/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/Prx37/IOS1/CYP74B2/TAR2/NA",42
"GO:0032958","GO:0032958","inositol phosphate biosynthetic process","30/3294","66/20876",1.18731418015439e-08,1.58073777713775e-07,1.13753383540215e-07,"NA/NA/LNK4/ATNDI1/ATIPS1/LNK3/AtCCA1/NA/GBSS1/NA/NA/BBX25/NA/NA/AMT1;2/NDF2/ATSDX1/ATIPS2/AtITPK1/NA/NIP6/NA/NA/NF-YA4/AtSLP1/NA/UP6/AtLHCB7/BBX18/SSL2",30
"GO:0010218","GO:0010218","response to far red light","39/3294","99/20876",1.22757612888125e-08,1.62060680543903e-07,1.16622446918926e-07,"LHCB2/LHCB4.2/ACP4/ELIP/CaS/RCA/AtFBA1/LHCB2/DRT112/LHCA1/AB165/CAO/LHCB5/AtPGR5/ATCOL3/CER6/RBCS2B/ATFD2/BLH1/ATHB-2/AtAUX1/RBCS3B/RBCS1B/JK224/ABCB19/FB/RGA/APRR5/ACT2/ACL5/ABCI21/OHP/FHY2/AtGRF7/IAA29/AtLHCB7/BBX1/PKS1/ATHB-4",39
"GO:0009642","GO:0009642","response to light intensity","82/3294","283/20876",1.25079951549031e-08,1.63750503236273e-07,1.17838480669877e-07,"LEA14/LHCB2/LHCB4.2/ACP4/ATCAL4/ELIP/ERD7/FIB/ADS3/RCA/NA/EXGT-A1/CLPD/ATHSPRO2/ATMYBL2/ABI2/DRT112/ASN1/LHCA1/NA/NA/CAO/LHCB5/AtPGR5/(AT)SRC2/ATSZF1/ATHSP70/ATCOL3/NA/CER6/DREB2/NA/ATFD2/ACBP3/CML24/ATEGY3/NA/ATERF6/ATWRKY40/CPN10/ATHSP22.0/AR781/NA/NA/ATGPT2/GDH1/NA/ATPDX1.1/AT-HSFA7A/JK224/ATSDX1/ATIPS2/EDL3/SEP2/AtIQM1/APX1B/ATBCB/AT-HSP17.6A/ATSTP4/ACT2/HSP18.2/NA/AtRLP33/OHP/HSA32/FHY2/AtLFG4/NA/NA/AtHrd1B/NA/BCE2/HSP21/AtHsp70-2/HSP17.6II/NA/AtENODL16/ATWRKY7/AtSAC9/NA/NA/NA",82
"GO:0046173","GO:0046173","polyol biosynthetic process","31/3294","70/20876",1.4646862090887e-08,1.90167110287467e-07,1.36848454855265e-07,"NA/RS5/NA/LNK4/ATNDI1/ATIPS1/LNK3/AtCCA1/NA/GBSS1/NA/NA/BBX25/NA/NA/AMT1;2/NDF2/ATSDX1/ATIPS2/AtITPK1/NA/NIP6/NA/NA/NF-YA4/AtSLP1/NA/UP6/AtLHCB7/BBX18/SSL2",31
"GO:0071369","GO:0071369","cellular response to ethylene stimulus","50/3294","144/20876",1.74121468035218e-08,2.24217070724039e-07,1.61351558817795e-07,"ALDH7B4/ABI1/ATEBP/GBF3/ABF3/ATSZF1/AtMYB74/ATERF-1/CML38/ATPRP3/ATNAS1/ATERF6/ATWRKY40/BLH1/NA/ATERF-2/NA/NA/NA/JAZ7/NA/NA/ESE3/NA/ATLOX4/AtERF98/ATIRT1/ANAC092/NA/CYP71B22/NA/ATMYB7/EBF2/NA/ETR2/ORA59/ATERF-5/AtCAF1a/NA/AtMYB32/ATERF11/NA/ABA3/AtCAF1b/ATERF13/AtERF73/AtRPK1/ATERF15/NA/AtVPS15",50
"GO:0009595","GO:0009595","detection of biotic stimulus","40/3294","104/20876",1.78751168765778e-08,2.28307387098405e-07,1.64295040868161e-07,"PY/RCA/ATMAPK3/ATLFNR2/ATWRKY33/BETA/ATPD/ATWRKY40/ACO4/BGLU26/ATSYP122/CYP71B15/AT-SYR1/LURP1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/ARA8/ARCK1/ATWRKY53/TGA3/OBP2/NA/ATWRKY54/NA/ADL1E/AtBG2/FLS2/NSL1/DMR6/ABCG40/ATL2/SARD1/NA/PR-5/ATEDS1/NA",40
"GO:0034284","GO:0034284","response to monosaccharide","57/3294","174/20876",1.99498753929753e-08,2.52752050341647e-07,1.81885960713544e-07,"NA/NA/GASA6/DIN10/GAMMA-TIP2/ABF2/ATSEN1/AALP/ATGGH2/ATPIP1/NA/ATOEP16-1/ATGSR2/LKR/NA/PIP1;5/AOAT1/NA/UMAMIT5/ASN1/ASUS1/ARATH;BSAS3;1/AB165/AtDRM1/AtPIP2;1/AtbZIP63/RPOD1/ACR9/AKINBETA1/NA/DJC24/MEE31/GLYI4/ATTPS9/AtATL15/ATHXK2/ATGPT2/NA/ATCIPK8/PUR/NA/AAP2/ABX45/ACT2/THA1/AtHGO/UXS5/GATA21/BCE2/NA/NA/ABCG35/NA/ATMSL9/AGR/ABR1/NA",57
"GO:0006833","GO:0006833","water transport","49/3294","141/20876",2.33527862854945e-08,2.91168470273903e-07,2.09531265418722e-07,"NA/NA/AQP1/AtCOR47/RD21/GAMMA-TIP2/ACO2/AALP/ATGGH2/RD19/ATPIP1/ATGRP7/NA/ATGSR2/PIP1;4/cICDH/PIP1;5/AOAT1/NA/UMAMIT5/ARATH;BSAS3;1/HMG/AtPIP2;1/APS1/CBSX3/BBX24/RCI2A/SNRK2-2/RPOD1/APA1/PIP2;2/SIR/NA/PIP2;5/GAPC-2/mMDH1/NA/AP40/AT-SYR1/RGA/PUR/ATSK21/PLD/AAP2/ACT2/ATIRT1/PIP2;4/ABCG22/ZIP3",49
"GO:0042044","GO:0042044","fluid transport","49/3294","141/20876",2.33527862854945e-08,2.91168470273903e-07,2.09531265418722e-07,"NA/NA/AQP1/AtCOR47/RD21/GAMMA-TIP2/ACO2/AALP/ATGGH2/RD19/ATPIP1/ATGRP7/NA/ATGSR2/PIP1;4/cICDH/PIP1;5/AOAT1/NA/UMAMIT5/ARATH;BSAS3;1/HMG/AtPIP2;1/APS1/CBSX3/BBX24/RCI2A/SNRK2-2/RPOD1/APA1/PIP2;2/SIR/NA/PIP2;5/GAPC-2/mMDH1/NA/AP40/AT-SYR1/RGA/PUR/ATSK21/PLD/AAP2/ACT2/ATIRT1/PIP2;4/ABCG22/ZIP3",49
"GO:0009962","GO:0009962","regulation of flavonoid biosynthetic process","44/3294","122/20876",3.41892611490685e-08,4.21685297913345e-07,3.03454058734921e-07,"NA/ATCAD5/PGDH/ATGSTF12/ECT8/ATCHS/NA/NA/ATMYB75/JAZ12/NA/EDF4/NA/BLH1/NA/NA/ATCPK32/NA/ATPAL1/CYP71B7/GT72B1/ATSYP122/NA/NA/AT-SYR1/NA/NA/NA/ARR4/AAP2/NA/NA/ABCG29/NET1D/ACA11/AtTT8/NA/NA/ATPSK5/NA/4CL2/NA/NA/PR-5",44
"GO:0019751","GO:0019751","polyol metabolic process","42/3294","114/20876",3.43575545085348e-08,4.21685297913345e-07,3.03454058734921e-07,"GABA-T/NA/RS5/NA/LNK4/ATNDI1/ATIPS1/LNK3/AtGDPD2/AtCCA1/NA/GBSS1/NA/NA/BBX25/NA/NA/AMT1;2/GDPDL3/NDF2/ATSDX1/ATIPS2/AtITPK1/SDP6/GLI1/ATG5/NA/NIP6/NA/NA/NA/NF-YA4/AtSLP1/AtGDPD1/5PTASE2/ATVPS34/NA/UP6/AtLHCB7/AtGDPD6/BBX18/SSL2",42
"GO:0015849","GO:0015849","organic acid transport","80/3294","280/20876",3.68053203345973e-08,4.44778140351172e-07,3.20072178456336e-07,"NA/AAP1/AZI1/EARLI1/NA/ATCAD5/(AT)SRC2/NA/ATSTP13/NA/AHA2/ACBP3/NA/ATRNS1/AtAUX1/NA/NA/ATCAD8/NA/NA/NA/ATGPT2/ATM4/NA/anac047/ABCG11/ATPPT2/ATSYP122/ATPAP18/NA/NA/AtPME41/ATGDU3/AT-SYR1/ATCMPG1/NA/AAP4/ATNHD1/AAP2/ABCG1/SDP6/ALMT9/NA/NA/AIT1/NA/AIP2/NA/AtPUB22/RHA3B/NA/ATPROT3/NA/AtGABP/ATMLO12/NA/IOS1/NA/NA/ATPSK5/ABCC5/ATSGP2/NSL1/NA/BIK1/AAP6/NA/TBL17/NA/ANT1/AtGDU4/NA/ABCG40/NA/ATJRG21/LAX2/NA/NIP2;1/ABCG25/LAX3",80
"GO:0046942","GO:0046942","carboxylic acid transport","80/3294","280/20876",3.68053203345973e-08,4.44778140351172e-07,3.20072178456336e-07,"NA/AAP1/AZI1/EARLI1/NA/ATCAD5/(AT)SRC2/NA/ATSTP13/NA/AHA2/ACBP3/NA/ATRNS1/AtAUX1/NA/NA/ATCAD8/NA/NA/NA/ATGPT2/ATM4/NA/anac047/ABCG11/ATPPT2/ATSYP122/ATPAP18/NA/NA/AtPME41/ATGDU3/AT-SYR1/ATCMPG1/NA/AAP4/ATNHD1/AAP2/ABCG1/SDP6/ALMT9/NA/NA/AIT1/NA/AIP2/NA/AtPUB22/RHA3B/NA/ATPROT3/NA/AtGABP/ATMLO12/NA/IOS1/NA/NA/ATPSK5/ABCC5/ATSGP2/NSL1/NA/BIK1/AAP6/NA/TBL17/NA/ANT1/AtGDU4/NA/ABCG40/NA/ATJRG21/LAX2/NA/NIP2;1/ABCG25/LAX3",80
"GO:0005983","GO:0005983","starch catabolic process","13/3294","17/20876",4.66702213511576e-08,5.51270058215553e-07,3.96706115798522e-07,"GWD/AtBAM1/ATISA3/ATGWD3/DPE2/ATPTPKIS1/AMY3/MEX1/AT-BETA-AMY/DPE1/LSF2/ATLDA/LSF1",13
"GO:0009251","GO:0009251","glucan catabolic process","13/3294","17/20876",4.66702213511576e-08,5.51270058215553e-07,3.96706115798522e-07,"GWD/AtBAM1/ATISA3/ATGWD3/DPE2/ATPTPKIS1/AMY3/MEX1/AT-BETA-AMY/DPE1/LSF2/ATLDA/LSF1",13
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process","13/3294","17/20876",4.66702213511576e-08,5.51270058215553e-07,3.96706115798522e-07,"GWD/AtBAM1/ATISA3/ATGWD3/DPE2/ATPTPKIS1/AMY3/MEX1/AT-BETA-AMY/DPE1/LSF2/ATLDA/LSF1",13
"GO:0043900","GO:0043900","regulation of multi-organism process","49/3294","144/20876",5.01632842619768e-08,5.88108355041534e-07,4.23215768243229e-07,"ATDHAR1/RCA/ATMAPK3/ATLFNR2/ATWRKY33/BETA/AtDBP1/ATPD/ATWRKY40/MIEL1/ACO4/BGLU26/SGT1A/ATWRKY18/ATMDAR3/CYP79B3/ATSYP122/CYP71B15/AT-SYR1/LURP1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/ARA8/ATWRKY53/TGA3/OBP2/ATCDPK2/NA/CBP60a/JAS1/ATWRKY54/NA/ADL1E/AtBG2/NSL1/DMR6/ABCG40/ATL2/SARD1/NA/PR-5/EC1.4/ATEDS1/ILL6/NA",49
"GO:0009070","GO:0009070","serine family amino acid biosynthetic process","64/3294","209/20876",5.13831162582862e-08,5.97947226976056e-07,4.30296037905648e-07,"ANN1/LHCB4.2/NA/CAB4/CaS/GUN4/NA/GAMMA-TIP2/NA/ACO2/ATCAO/PETE1/CP24/NA/NA/RPT2/AtFBA1/ASN2/NA/PIF5/PSAH-2/BCAT4/DRT112/AOAT1/PGDH/ARATH;BSAS3;1/IMS3/ACSF/AtCLA1/NA/CAO/PSAN/LHCB5/AtPIP2;1/CYP83A1/ATGLX1/AtFBA2/PSBY/ATMSRB5/IMS2/ACR3/SIR/SCPL8/ATLEUD1/ATGRP-3/ATSAHH2/BLH1/ATSOT18/LHCA3/ATATP-PRT1/ATCYSD2/ATHNIR/NA/PSAD-1/CYP79B3/NA/CER2/CBB1/ATSOT17/NA/NA/ADOF2/NA/NA",64
"GO:0009637","GO:0009637","response to blue light","45/3294","128/20876",5.80073003705951e-08,6.70069624133859e-07,4.82196908653399e-07,"LHCB2/LHCB4.2/ACP4/ELIP/CaS/RCA/RPT2/AtFBA1/LHCB2/DRT112/LHCA1/AB165/CAO/LHCB5/AtPGR5/ATCOL3/CER6/RBCS2B/ATFD2/JAC1/ADO3/NA/RBCS3B/PKS2/THI1/RBCS1B/ATCRY1/NF-YA5/NA/JK224/ABCB19/FB/NA/ATHB-16/ATBZIP54/OHP/FHY2/NA/NA/PKS4/IAA19/EHB1/AtLHCB7/AGR/PKS1",45
"GO:0010114","GO:0010114","response to red light","39/3294","104/20876",6.01719975720106e-08,6.90001519603129e-07,4.96540341085973e-07,"LHCB2/LHCB4.2/ACP4/ELIP/CaS/RCA/ELF4/AtFBA1/LHCB2/DRT112/LHCA1/AB165/CAO/LHCB5/AtPGR5/AT-EXP1/ATCOL3/CER6/RBCS2B/ATFD2/RBCS3B/RBCS1B/ATRL2/ATEXP3/JK224/AtPIF4/ARR4/APRR5/ACT2/ANAC013/ABCI21/ATR4/OHP/FHY2/PIF1/AtGRF7/IAA29/CYP707A2/PKS1",39
"GO:0015711","GO:0015711","organic anion transport","84/3294","302/20876",6.33825346127029e-08,7.21550448380842e-07,5.19243647399259e-07,"NA/AAP1/AZI1/EARLI1/NA/cdf3/ATCAD5/(AT)SRC2/NA/ATSTP13/APC1/NA/AHA2/ACBP3/NA/ATRNS1/AtAUX1/NA/NA/ATCAD8/NA/NA/NA/ATGPT2/ATM4/NA/anac047/ABCG11/ATPPT2/ATSYP122/ATPAP18/NA/NA/AtPME41/ATGDU3/AT-SYR1/ATCMPG1/NA/AAP4/ATNHD1/AAP2/ABCG1/SDP6/ALMT9/NA/NA/AIT1/NA/AIP2/NA/AtPUB22/RHA3B/NA/ATPROT3/NA/AtPNC2/AtGABP/ATMLO12/NA/IOS1/NA/NA/ATPSK5/ABCC5/ATSGP2/NSL1/NA/BIK1/AAP6/NA/TBL17/NA/AtPNC1/ANT1/AtGDU4/NA/ABCG40/NA/ATJRG21/LAX2/NA/NIP2;1/ABCG25/LAX3",84
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","70/3294","238/20876",7.4478889607734e-08,8.41772198372303e-07,6.05757875340449e-07,"AZI1/RCA/EARLI1/ATMYBL2/ANS/ATMAPK3/DALL3/ACL/ATLFNR2/ATWRKY33/BETA/NA/ATPD/ATWRKY40/ACO4/NA/ATCAMBP25/NA/BGLU26/NA/ATPAL1/ATGSTZ1/NA/ATSYP122/CYP71B15/AT-SYR1/AtFAH/LURP1/NA/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/TAT/ATWRKY53/TGA3/OBP2/AtTT8/NA/AtHGO/ATWRKY54/NA/ADL1E/AtBG2/NSL1/DMR6/NA/ATNPR3/AtHsp70-2/FACT/ABCG40/ATL2/SARD1/NA/NA/DGD2/PR-5/CRK36/NA/ATEDS1/AtTYDC/NA/ANK/NA",70
